Time,P (deg/s),Q (deg/s),R (deg/s),P dot (deg/s^2),Q dot (deg/s^2),R dot (deg/s^2),P_{inertial} (deg/s),Q_{inertial} (deg/s),R_{inertial} (deg/s),q bar (psf),Reynolds Number,V_{Total} (ft/s),V_{Inertial} (ft/s),UBody,VBody,WBody,UdotBody,VdotBody,WdotBody,UdotBody_i,VdotBody_i,WdotBody_i,BodyAccel_X,BodyAccel_Y,BodyAccel_Z,Aero V_{X Body} (ft/s),Aero V_{Y Body} (ft/s),Aero V_{Z Body} (ft/s),V_{X_{inertial}} (ft/s),V_{Y_{inertial}} (ft/s),V_{Z_{inertial}} (ft/s),V_{X_{ecef}} (ft/s),V_{Y_{ecef}} (ft/s),V_{Z_{ecef}} (ft/s),V_{North} (ft/s),V_{East} (ft/s),V_{Down} (ft/s),F_{Drag} (lbs),F_{Side} (lbs),F_{Lift} (lbs),L/D,F_{Aero x} (lbs),F_{Aero y} (lbs),F_{Aero z} (lbs),F_{Prop x} (lbs),F_{Prop y} (lbs),F_{Prop z} (lbs),F_{Gear x} (lbs),F_{Gear y} (lbs),F_{Gear z} (lbs),F_{Ext x} (lbs),F_{Ext y} (lbs),F_{Ext z} (lbs),F_{Buoyant x} (lbs),F_{Buoyant y} (lbs),F_{Buoyant z} (lbs),F_{Weight x} (lbs),F_{Weight y} (lbs),F_{Weight z} (lbs),F_{Total x} (lbs),F_{Total y} (lbs),F_{Total z} (lbs),L_{Aero} (ft-lbs),M_{Aero} (ft-lbs),N_{Aero} (ft-lbs),L_{Aero MRC} (ft-lbs),M_{Aero MRC} (ft-lbs),N_{Aero MRC} (ft-lbs),L_{Prop} (ft-lbs),M_{Prop} (ft-lbs),N_{Prop} (ft-lbs),L_{Gear} (ft-lbs),M_{Gear} (ft-lbs),N_{Gear} (ft-lbs),L_{ext} (ft-lbs),M_{ext} (ft-lbs),N_{ext} (ft-lbs),L_{Buoyant} (ft-lbs),M_{Buoyant} (ft-lbs),N_{Buoyant} (ft-lbs),L_{Total} (ft-lbs),M_{Total} (ft-lbs),N_{Total} (ft-lbs),I_{xx},I_{xy},I_{xz},I_{yx},I_{yy},I_{yz},I_{zx},I_{zy},I_{zz},Mass,Weight,X_{cg},Y_{cg},Z_{cg},Altitude ASL (ft),Altitude AGL (ft),Phi (deg),Theta (deg),Psi (deg),Q(1)_{LOCAL},Q(2)_{LOCAL},Q(3)_{LOCAL},Q(4)_{LOCAL},Q(1)_{ECEF},Q(2)_{ECEF},Q(3)_{ECEF},Q(4)_{ECEF},Q(1)_{ECI},Q(2)_{ECI},Q(3)_{ECI},Q(4)_{ECI},Alpha (deg),Beta (deg),Latitude (deg),Latitude Geodetic (deg),Longitude (deg),X_{ECI} (ft),Y_{ECI} (ft),Z_{ECI} (ft),X_{ECEF} (ft),Y_{ECEF} (ft),Z_{ECEF} (ft),Earth Position Angle (deg),Distance AGL (ft),Terrain Elevation (ft),/fdm/jsbsim/position/lat-geod-deg,/fdm/jsbsim/position/long-gc-deg,/fdm/jsbsim/position/geod-alt-ft,/fdm/jsbsim/attitude/phi-rad,/fdm/jsbsim/attitude/theta-rad,/fdm/jsbsim/attitude/psi-rad,/fdm/jsbsim/velocities/u-fps,/fdm/jsbsim/velocities/p-rad_sec,/fdm/jsbsim/velocities/q-rad_sec,/fdm/jsbsim/velocities/r-rad_sec,/fdm/jsbsim/velocities/phidot-rad_sec,/fdm/jsbsim/velocities/thetadot-rad_sec,/fdm/jsbsim/velocities/psidot-rad_sec,/fdm/jsbsim/inertia/cg-x-in,/fdm/jsbsim/inertia/iyy-slugs_ft2,/fdm/jsbsim/aero/qbar-psf,/fdm/jsbsim/metrics/aero-rp-x-in
318,-0.04210638081537946,-0.04342047723274962,0.1444909208177333,1.893388654935129e-05,0.0004158604917538123,-0.001482749597037903,-0.04261987579670542,-0.04338455840580965,0.1486371644433997,8.002641946e-15,9.534546595e-12,21039.4029993,21170.9898421,20336.48336969112,11.15434343598822,-5392.939671445899,-9.433748807075879,-48.57761081672842,3.831067959617254,-0.9193316754225331,-3.197072490563177,19.73773676285143,3.582567479086428e-07,4.059992302537491e-08,1.553824233754334e-07,20336.48336969112,11.15434343599151,-5392.939671445899,-3590.962820500257,19330.67777985578,-7851.158735443884,-2834.739126023426,19312.69114568692,-7851.158738528622,16041.74468722324,8471.539125880645,-10656.07483867746,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,1.227419232918692e-07,1.390989190497294e-08,5.323538943002859e-08,0,0,0,-1.851569961592903,0.5486207889143756,6.580174863892048,1.227419232918692e-07,1.390989190497294e-08,5.323538943002859e-08,0,0,0,0,0,0,0,0,0,0,0,0,4.563612836652222e-08,1.746567897340761e-07,-4.026965993387037e-07,0,0,0,4.563612836652222e-08,1.746567897340761e-07,-4.026965993387037e-07,0.03994768943,           0,           0,           0,0.03072899243,           0,           0,           0,0.01536449253,0.3426088246,11.02311311,0,0,0,5635782.7866835,5635780.1015347,4.751893524995493,15.6368235301054,26.39197506061975,0.9650027182756813,0.008958863970615119,0.1417038518352578,0.2204756471878894,0.6538228422904714,-0.04369793723768843,0.04358580370909348,0.7541262885485409,-0.6450354022055357,0.04420034273693663,-0.0430762313277863,-0.7616561547670486,-14.852155357787,0.030376186628652,-80.414095785442,-80.463755042871,72.628563331729,1219228.491638212,4239996.123016201,-26123281.78225841,1317212.844404381,4210586.130285299,-26123281.78225841,1.3286275740519,5635780.1015347,3.2387619813563e-09,-80.4637550428712558,72.6285633317293247,5635780.10153474379,0.0829361877153708127,0.272914055153661905,0.460626860912044578,20336.4833696911155,-0.000734894981326946286,-0.000757830290498717122,0.00252184230750786406,-4.90345897057346478e-05,-0.000964137747141749187,0.0025445703477139695,0,0.0307289924332935123,8.00264194583202329e-15,0
319.2,-0.04208263185841397,-0.04292972728305824,0.1427303299471529,2.2798057671878e-05,0.0004160936274371193,-0.001455132817493767,-0.04259227241786868,-0.0428959254452364,0.1468770669049455,7.993406251e-15,9.529043188e-12,21027.2589095,21158.8978119,20325.10705046459,-46.75361203126572,-5388.270106087757,-9.52575947453866,-47.93259366302913,3.952102385949354,-0.9147601649269416,-3.209923573374688,19.71631624670685,3.516153976267353e-07,4.235424020689149e-08,1.560089644852899e-07,20325.10705046459,-46.75361203126243,-5388.270106087757,-3592.063274399445,19326.83357809701,-7827.486307325388,-2832.540551153237,19309.39640451697,-7827.48631033349,16054.62106425066,8428.119861748648,-10647.13837134071,-0,0,-0,0,0,0,0,0,0,0,0,0,0,1.204665380782899e-07,1.451093645243873e-08,5.34500479432154e-08,0,0,0,-1.847600010235311,0.5475992690097452,6.574495079186712,1.204665380782899e-07,1.451093645243873e-08,5.34500479432154e-08,0,0,0,0,0,0,0,0,0,0,0,0,4.760805929952543e-08,1.75361049949014e-07,-3.952314247421228e-07,0,0,0,4.760805929952543e-08,1.75361049949014e-07,-3.952314247421228e-07,0.03994768943,           0,           0,           0,0.03072899243,           0,           0,           0,0.01536449253,0.3426088246,11.02311311,0,0,0,5648564.7417847,5648562.029312,4.747073898449024,15.61772896261916,26.43600367132948,0.9649387805023043,0.008902462517098862,0.1415376363465116,0.2208641973905391,0.6526882596009864,-0.04357957915742387,0.04302341294341162,0.7551475631812054,-0.643855685685451,0.04407733225381529,-0.04251332216974287,-0.762692377320074,-14.847802387505,-0.12739591333143,-80.372481690223,-80.42232449537,72.759933650066,1214918.675432693,4263190.631373103,-26132688.96671362,1313812.476180026,4233759.384374156,-26132688.96671362,1.3336412630106,5648562.029312,3.2387697323477e-09,-80.422324495370475,72.7599336500656761,5648562.02931195498,0.0828520693634184069,0.272580792081782652,0.461395305134008282,20325.1070504645868,-0.000734480483833984082,-0.00074926508807260611,0.0024911142000356816,-5.78400251771746645e-05,-0.000952852823504347739,0.00251335670704636591,0,0.0307289924332935123,7.99340625090469225e-15,0
320.4,-0.0420509912997909,-0.04245468980783458,0.1410013791113104,3.167564720504944e-05,0.0003898045579072832,-0.001457977063952482,-0.04255682654796558,-0.04242303306029602,0.1451485989045091,7.984187277e-15,9.523546574e-12,21015.1298075,21146.8206011,20313.62260013693,-103.8950483398849,-5383.458321986919,-9.613995884443462,-47.30018391030016,4.068067484504676,-0.9102006744344663,-3.222733553091641,19.69493250064771,3.522419283669999e-07,4.724126812248651e-08,1.439793565107797e-07,20313.62260013693,-103.8950483398816,-5383.458321986919,-3593.158249701722,19322.97397971333,-7803.839561756463,-2830.33779192664,19306.08600997707,-7803.839564690319,16067.20669994131,8385.056912361953,-10638.20334597335,-0,0,-0,0,0,0,0,0,0,0,0,0,0,1.20681193038763e-07,1.618527534219538e-08,4.932859809514412e-08,0,0,0,-1.843721372297238,0.546527656160111,6.568808662031453,1.20681193038763e-07,1.618527534219538e-08,4.932859809514412e-08,0,0,0,0,0,0,0,0,0,0,0,0,5.310129713516077e-08,1.618392328416128e-07,-3.95935673301176e-07,0,0,0,5.310129713516077e-08,1.618392328416128e-07,-3.95935673301176e-07,0.03994768943,           0,           0,           0,0.03072899243,           0,           0,           0,0.01536449253,0.3426088246,11.02311311,0,0,0,5661335.9741509,5661333.2341929,4.741817082833641,15.59935802251857,26.47923931142703,0.9648754519507357,0.008842019074361489,0.1413765647665648,0.2212461253916611,0.6515655533792697,-0.04346552244902374,0.04246363248101252,0.7561546919119755,-0.642687920632891,0.04395860416911752,-0.04195298373713665,-0.7637144918983797,-14.84314507946,-0.28326125443241,-80.330854729569,-80.380880886004,72.890010400765,1210607.541971094,4286380.51744499,-26142067.75966901,1310414.748757969,4256928.675376985,-26142067.75966901,1.3386549519693,5661333.2341929,6.4775550362833e-09,-80.3808808860040216,72.890010400765064,5661333.23419292644,0.082760320622759731,0.27226015869034087,0.462149909407917892,20313.622600136925,-0.000733928251908841128,-0.00074097412005959208,0.00246093831534512347,-6.63047779735806246e-05,-0.000941873629307628225,0.00248271126148330882,0,0.0307289924332935123,7.98418727681420236e-15,0
321.6,-0.04201175552427117,-0.04199530291963323,0.1393033268727677,3.304252436031504e-05,0.0003887313666946731,-0.00139831253472608,-0.0425138331325521,-0.04196581792820141,0.1434510192639004,7.974984987e-15,9.518056741e-12,21003.0156713,21134.7581877,20302.03443234367,-160.2849356000657,-5378.510382588012,-9.698648502672178,-46.68007921574687,4.17900116194288,-0.9056531507706365,-3.235502612087059,19.67358547940927,3.379567786187614e-07,4.749188560338829e-08,1.439793565107797e-07,20302.03443234367,-160.2849356000624,-5378.510382588012,-3594.247760800729,19319.0990339235,-7780.218454640456,-2828.130867006881,19302.76000998673,-7780.218457502338,16079.50703064538,8342.346508423825,-10629.26976961891,-0,0,-0,0,0,0,0,0,0,0,0,0,0,1.157869746748474e-07,1.627113910274147e-08,4.932859809514412e-08,0,0,0,-1.83993134262465,0.5454085532697789,6.563116184614024,1.157869746748474e-07,1.627113910274147e-08,4.932859809514412e-08,0,0,0,0,0,0,0,0,0,0,0,0,5.338300238672442e-08,1.618392328416128e-07,-3.79878526413529e-07,0,0,0,5.338300238672442e-08,1.618392328416128e-07,-3.79878526413529e-07,0.03994768943,           0,           0,           0,0.03072899243,           0,           0,           0,0.01536449253,0.3426088246,11.02311311,0,0,0,5674096.4855166,5674093.7179123,4.736144057166883,15.5816892910736,26.52170282067243,0.9648127240940583,0.00877771871097047,0.1412204951986647,0.2216215940688832,0.6504545484249789,-0.04335557411665546,0.04190643154899824,0.7571479550215188,-0.641531930418181,0.04384396547615829,-0.04139518695681301,-0.7647227782837246,-14.838195710092,-0.43725813560599,-80.289215645483,-80.339424953055,73.018810708482,1206295.097819089,4309565.762785465,-26151418.19191721,1307019.667148232,4280093.984538512,-26151418.19191721,1.3436686409279,5674093.7179123,-3.2387853386131e-09,-80.339424953054916,73.0188107084824054,5674093.71791229676,0.0826613076463246499,0.271951781151975436,0.462891037456201193,20302.034432343673,-0.000733243458441448499,-0.00073295630631998749,0.00243130171291169178,-7.44404574369862378e-05,-0.0009311994104189773,0.00245261941979374367,0,0.0307289924332935123,7.97498498725362805e-15,0
322.8,-0.04196531812578248,-0.04155079997262774,0.1376351902710359,4.144601745075218e-05,0.0003782081113510604,-0.001380664423792009,-0.04246368435910097,-0.04152351202356488,0.1417833452736972,7.965799346e-15,9.512573681e-12,20990.9164791,21122.7105497,20290.3467771067,-215.937850327302,-5373.432156620735,-9.779832248606526,-46.07188229098873,4.285189388085367,-0.9011175649670227,-3.248230893784636,19.65227509132244,3.33696286628227e-07,5.212829603808153e-08,1.394682522241394e-07,20290.3467771067,-215.9378503272987,-5373.432156620735,-3595.331822039657,19315.20878974899,-7756.622941966993,-2825.919794990131,19299.4184522742,-7756.622944759132,16091.52737906615,8299.984916567715,-10620.33764926405,-0,0,-0,0,0,0,0,0,0,0,0,0,0,1.143272925219208e-07,1.785961423195204e-08,4.778305395802818e-08,0,0,0,-1.836227282378781,0.5442444576556197,6.557418202508082,1.143272925219208e-07,1.785961423195204e-08,4.778305395802818e-08,0,0,0,0,0,0,0,0,0,0,0,0,5.85945349707961e-08,1.567685499693518e-07,-3.750895429648893e-07,0,0,0,5.85945349707961e-08,1.567685499693518e-07,-3.750895429648893e-07,0.03994768943,           0,           0,           0,0.03072899243,           0,           0,           0,0.01536449253,0.3426088246,11.02311311,0,0,0,5686846.2776244,5686843.482213,4.730074968670116,15.56470185019463,26.56341429412786,0.9647505887156189,0.008709739947173794,0.1410692887176589,0.2219907608932163,0.6493550731269881,-0.04324954730131192,0.04135177933417269,0.758127625256231,-0.6403875420404599,0.04373322929914066,-0.04083990267690423,-0.7657175087352855,-14.832966193425,-0.5894237968968,-80.247565164949,-80.297957419872,73.146351425597,1201981.349525115,4332746.349007064,-26160740.29419793,1303627.236338487,4303255.293160833,-26160740.29419793,1.3486823298866,5686843.482213,-6.4775863872748e-09,-80.2979574198715369,73.1463514255968903,5686843.48221303616,0.0825553820694611556,0.271655294377149581,0.463619040003856508,20290.3467771067044,-0.000732432972941760127,-0.000725198266359923841,0.00240218723683844346,-8.22611150283936339e-05,-0.00092081671257657205,0.00242306336545769019,0,0.0307289924332935123,7.96579934602125095e-15,0
324,-0.04191195571344222,-0.04112091256487731,0.1359963750603523,4.678632562465519e-05,0.0003516698079399626,-0.001330446910805817,-0.04240665546968333,-0.04109584561737731,0.1401449829304654,7.956630317e-15,9.507097383e-12,20978.8322092,21110.6776653,20278.56369939917,-270.8679563739876,-5368.229289195717,-9.857701659799289,-45.47534448461806,4.386740326652316,-0.8965938659714083,-3.260918578380931,19.63100126315104,3.216666890233087e-07,5.488508314320525e-08,1.273133381015763e-07,20278.56369939917,-270.8679563739843,-5368.229289195717,-3596.41044771161,19311.30329601421,-7733.052979812803,-2823.70459440592,19296.06138437636,-7733.052982537316,16103.27295684414,8257.968439496963,-10611.40699183963,-0,0,-0,0,0,0,0,0,0,0,0,0,0,1.102058462265632e-07,1.880411382160219e-08,4.361867311786227e-08,0,0,0,-1.832606629977715,0.5430377652795551,6.551715251821833,1.102058462265632e-07,1.880411382160219e-08,4.361867311786227e-08,0,0,0,0,0,0,0,0,0,0,0,0,6.169328691005393e-08,1.4310588315014e-07,-3.615677375133728e-07,0,0,0,6.169328691005393e-08,1.4310588315014e-07,-3.615677375133728e-07,0.03994768943,           0,           0,           0,0.03072899243,           0,           0,           0,0.01536449253,0.3426088246,11.02311311,0,0,0,5699585.3522255,5699582.5288465,4.723629168625,15.54837537963378,26.60439302260463,0.9646890379624077,0.008638254901418495,0.1409228102196263,0.2223537773068602,0.6482669599811172,-0.04314726162554366,0.0407996457157782,0.7590939674935069,-0.639254586650969,0.04362621524649883,-0.04028710239410094,-0.7666989476618657,-14.827467991946,-0.73979436920192,-80.20590400025,-80.256478995187,73.272649136848,1197666.303620419,4355922.257781042,-26170034.09719812,1300237.461294123,4326412.582603225,-26170034.09719812,1.3536960188453,5699582.5288465,3.2388010830901e-09,-80.2564789951872228,73.2726491368483153,5699582.5288465023,0.0824428816357486854,0.271370343710632733,0.464334253739056901,20278.5636993991684,-0.000731501623149615745,-0.000717695315681815397,0.00237358451558024883,-8.97769358712568631e-05,-0.000910721220287724663,0.00239403163135621299,0,0.0307289924332935123,7.9566303170199115e-15,0
325.2,-0.04185209677536078,-0.04070513238791665,0.1343864708628543,5.209509475986072e-05,0.0003406326344132114,-0.001332225500029808,-0.04234317362114793,-0.04068230912780317,0.1385355220906468,7.947477864e-15,9.501627838e-12,20966.7628399,21098.6595126,20266.68910299881,-325.089077585309,-5362.907222757219,-9.932382636750759,-44.89026774189753,4.483844967697527,-0.8920820178974105,-3.273565807532082,19.60976393532411,3.220426074674674e-07,5.764186506353304e-08,1.225516215188301e-07,20266.68910299881,-325.0890775853057,-5362.907222757219,-3597.483652059587,19307.38260134792,-7709.508524341003,-2821.485283717191,19292.68885364027,-7709.508526999934,16114.74886708365,8216.293416092778,-10602.47780422056,-0,0,-0,0,0,0,0,0,0,0,0,0,0,1.10334639202847e-07,1.97486116348955e-08,4.198726699655708e-08,0,0,0,-1.829066893261126,0.5417907730679381,6.546007851733072,1.10334639202847e-07,1.97486116348955e-08,4.198726699655708e-08,0,0,0,0,0,0,0,0,0,0,0,0,6.479203302136939e-08,1.377535008542577e-07,-3.619902866488047e-07,0,0,0,6.479203302136939e-08,1.377535008542577e-07,-3.619902866488047e-07,0.03994768943,           0,           0,           0,0.03072899243,           0,           0,           0,0.01536449253,0.3426088246,11.02311311,0,0,0,5712313.7110792,5712310.8595724,4.716825227680525,15.53269009101833,26.64465771486366,0.9646280640256478,0.008563429249480723,0.140780927884987,0.2227107906007593,0.6471900442385675,-0.04304854305580927,0.04025000067728626,0.7600472401012869,-0.6381328981871793,0.04352274926642227,-0.03973675766569715,-0.7676673529662348,-14.821712169044,-0.88840507418158,-80.164232849279,-80.214990373433,73.397720163903,1193349.966619134,4379093.47083713,-26179299.63155213,1296850.346958339,4349565.834281889,-26179299.63155213,1.358709707804,5712310.8595724,3.2388090068474e-09,-80.2149903734327978,73.3977201639034007,5712310.85957237519,0.0823241304641563337,0.271096583780167488,0.465037005191279329,20266.6891029988146,-0.000730456887593347224,-0.000710438582629327139,0.00234548638669223285,-9.69996440354599018e-05,-0.000900904625045473068,0.00236551649874495399,0,0.0307289924332935123,7.94747786425693632e-15,0
326.4,-0.04178599251883296,-0.0403032365736558,0.1328044265933939,5.818162778727197e-05,0.0003288140087747591,-0.001334000186510169,-0.04227348871589436,-0.04028267847030257,0.1369539118967331,7.938341952e-15,9.496165036e-12,20954.7083497,21086.6560698,20254.72672781653,-378.6146276621807,-5357.471247209576,-10.00401720393091,-44.31624382235499,4.576592680003627,-0.8875819775407159,-3.286172756465515,19.58856302957811,3.224185259116262e-07,6.089988713046034e-08,1.174139761223333e-07,20254.72672781653,-378.6146276621774,-5357.471247209576,-3598.551449276983,19303.44675418399,-7685.989531801387,-2819.261881320889,19289.30090722387,-7685.989534396693,16125.96010681966,8174.956221492174,-10593.55009322652,-0,0,-0,0,0,0,0,0,0,0,0,0,0,1.104634321791309e-07,2.086483874563783e-08,4.022706434625434e-08,0,0,0,-1.825605636133058,0.5405056705747475,6.540296509393857,1.104634321791309e-07,2.086483874563783e-08,4.022706434625434e-08,0,0,0,0,0,0,0,0,0,0,0,0,6.845419546375453e-08,1.319785577670587e-07,-3.624128357842366e-07,0,0,0,6.845419546375453e-08,1.319785577670587e-07,-3.624128357842366e-07,0.03994768943,           0,           0,           0,0.03072899243,           0,           0,           0,0.01536449253,0.3426088246,11.02311311,0,0,0,5725031.3559533,5725028.4761585,4.709680856974317,15.51762661325779,26.68422628923092,0.9645676597113138,0.008485422022674301,0.1406435120193185,0.2230619423137693,0.6461241652936904,-0.04295322323770026,0.03970281324374415,0.7609876939969918,-0.6370223147730788,0.04342266296949138,-0.03918883905353585,-0.7686229751212594,-14.815709523209,-1.0352900340992,-80.122552395851,-80.173492235042,73.521580569853,1189032.345018328,4402259.969963281,-26188536.92784172,1293465.898252218,4372715.029669722,-26188536.92784172,1.3637233967627,5725028.4761585,0,-80.1734922350415644,73.5215805698530289,5725028.47615851648,0.0821994376723499676,0.270833676496445186,0.465727607094308271,20254.7267278165345,-0.000729303150667353858,-0.000703424177420491729,0.00231787450527784098,-0.000103940964504781988,-0.000891362580560403281,0.00233749832287756358,0,0.0307289924332935123,7.93834195184383218e-15,0
327.6,-0.04171392292984581,-0.0399146919609441,0.131249275154089,6.262311646388725e-05,0.0003175274090203129,-0.001281670037493512,-0.04219787946871292,-0.03989641930518609,0.1353991854710485,7.929222544e-15,9.490708967e-12,20942.6687168,21074.6673153,20242.68016715734,-431.4576949403629,-5351.926465380446,-10.07271060685208,-43.75289170601187,4.665181246263145,-0.883093699779768,-3.298739598796115,19.56739847608221,3.098876829753125e-07,6.315543927378049e-08,1.125269533915342e-07,20242.68016715734,-431.4576949403596,-5351.926465380446,-3599.613853507569,19299.49580276235,-7662.495958529994,-2817.03440554804,19285.89759209698,-7662.495961063591,16136.91156942812,8133.953267137097,-10584.62386562205,-0,0,-0,0,0,0,0,0,0,0,0,0,0,1.061702548099674e-07,2.16376108141958e-08,3.855272723285452e-08,0,0,0,-1.822220488437279,0.539184573425726,6.534581714843671,1.061702548099674e-07,2.16376108141958e-08,3.855272723285452e-08,0,0,0,0,0,0,0,0,0,0,0,0,7.098953689988505e-08,1.264853257593657e-07,-3.483276081737081e-07,0,0,0,7.098953689988505e-08,1.264853257593657e-07,-3.483276081737081e-07,0.03994768943,           0,           0,           0,0.03072899243,           0,           0,           0,0.01536449253,0.3426088246,11.02311311,0,0,0,5737738.2886234,5737735.3803809,4.702213199614041,15.50316608048969,26.72311606558207,0.9645078179883482,0.008404387620481296,0.1405104363470213,0.2234073694235288,0.6450691656472585,-0.04286113876433398,0.03915805363145074,0.7619155736068336,-0.6359226776726821,0.0433257929225775,-0.03864331828103058,-0.7695660581176846,-14.809470484709,-1.1804825045838,-80.080863310002,-80.131985246747,73.64424616364,1184713.445298064,4425421.737005468,-26197746.01659616,1290084.120074804,4395860.150296109,-26197746.01659616,1.3687370857214,5737735.3803809,-6.4776499135648e-09,-80.1319852467473623,73.6442461636404602,5737735.38038088568,0.0820691024640023692,0.270581292588049249,0.466406361737000064,20242.6801671573448,-0.000728045299048969046,-0.000696642794637786483,0.00229073199229484032,-0.000110612472104035936,-0.000882085399901224882,0.00230995949897701497,0,0.0307289924332935123,7.92922254399594043e-15,0
328.8,-0.04163627963507282,-0.03953920091125521,0.1297206482359222,6.925895590906431e-05,0.0003062484052479672,-0.001262952144345466,-0.04211673627221101,-0.03952323286689147,0.1338709747172413,7.920119605e-15,9.485259621e-12,20930.6439199,21062.6932272,20230.55287924358,-483.6310576437254,-5346.277780243404,-10.13858738855141,-43.20003170765082,4.749722970715331,-0.878617149751071,-3.311266475244153,19.54627020031059,3.053765786886722e-07,6.678937978486657e-08,1.076399202911433e-07,20230.55287924358,-483.6310576437221,-5346.277780243404,-3600.67087884562,19295.52979512935,-7639.027760949214,-2814.802874663919,19282.47895504141,-7639.027763422911,16147.60804697928,8093.281000796637,-10575.69912811685,-0,0,-0,0,0,0,0,0,0,0,0,0,0,1.046247106728515e-07,2.2882630901222e-08,3.687838656674103e-08,0,0,0,-1.818909150303072,0.5378295038713764,6.528863941829077,1.046247106728515e-07,2.2882630901222e-08,3.687838656674103e-08,0,0,0,0,0,0,0,0,0,0,0,0,7.50742484777021e-08,1.20992082095788e-07,-3.432569253014471e-07,0,0,0,7.50742484777021e-08,1.20992082095788e-07,-3.432569253014471e-07,0.03994768943,           0,           0,           0,0.03072899243,           0,           0,           0,0.01536449253,0.3426088246,11.02311311,0,0,0,5750434.5108734,5750431.5740236,4.694438658400603,15.48929017214108,26.76134386972839,0.9644485317887542,0.008320474125486546,0.1403815779967114,0.2237472054003578,0.6440248902463059,-0.04277213260314421,0.03861569213890298,0.7628311175397621,-0.6348338306232544,0.04323198206248676,-0.03810016710600263,-0.7704968401308083,-14.803005073404,-1.3240149176195,-80.039166248279,-80.090470061876,73.76573250442,1180393.273921466,4448578.753867426,-26206926.92829246,1286705.017303182,4419001.177746677,-26206926.92829246,1.37375077468,5750431.5740236,-3.2388329827146e-09,-80.0904700618757488,73.7657325044204555,5750431.5740236314,0.0819334111219958833,0.2703391123006611,0.467073562785160934,20230.5528792435798,-0.000726690167913083824,-0.000690089239508945621,0.00226405241953821701,-0.000117024778914072316,-0.000873068281000946209,0.00228289294101941161,0,0.0307289924332935123,7.92011960503170972e-15,0
330,-0.04155317409923056,-0.03917621052959379,0.1282177941168267,7.122180536317565e-05,0.000284209415915308,-0.00124370525558704,-0.04203016938480727,-0.03916256518071293,0.1323685281196297,7.911033099e-15,9.479816988e-12,20918.6339375,21050.7337841,20218.34818419773,-535.147118305374,-5340.529943386263,-10.20173918764184,-42.65737483684704,4.830421355970302,-0.8741522807624834,-3.323753553478196,19.52517812633697,3.00740168253979e-07,6.754123222757194e-08,9.761525216384739e-08,20218.34818419773,-535.1471183053707,-5340.529943386263,-3601.722539336487,19291.5487791392,-7615.584895567415,-2812.567306868754,19279.04504265271,-7615.584897982983,16158.05423253741,8052.935906564948,-10566.77588736612,-0,0,-0,0,0,0,0,0,0,0,0,0,0,1.030362355436409e-07,2.314022218286027e-08,3.344384680303847e-08,0,0,0,-1.815669379057742,0.5364423937705637,6.523143651590703,1.030362355436409e-07,2.314022218286027e-08,3.344384680303847e-08,0,0,0,0,0,0,0,0,0,0,0,0,7.591936423239307e-08,1.097239070008961e-07,-3.380453927173754e-07,0,0,0,7.591936423239307e-08,1.097239070008961e-07,-3.380453927173754e-07,0.03994768943,           0,           0,           0,0.03072899243,           0,           0,           0,0.01536449253,0.3426088246,11.02311311,0,0,0,5763120.0244951,5763117.0588788,4.686372916312524,15.47598100054164,26.79892580863521,0.9643897945949597,0.00823382395754472,0.1402568165578246,0.2240815783484215,0.6429911880056793,-0.04268605285565624,0.03807569878779685,0.7637345575183441,-0.6337556213708839,0.04314107845150975,-0.03755935697523578,-0.7714155524702921,-14.796323028715,-1.4659187029802,-79.997461854029,-80.048947320628,73.88605490585,1176071.837334772,4471731.002510441,-26216079.69335532,1283328.59479256,4442138.093663093,-26216079.69335532,1.3787644636387,5763117.0588788,0,-80.0489473206284714,73.8860549058500879,5763117.05887884088,0.0817926373659422223,0.270106823435537935,0.467729491358368277,20218.34818419773,-0.000725239702686002186,-0.000683753862195882992,0.00223782266698284134,-0.000123185254469917842,-0.000864301366541874263,0.00225628507492750237,0,0.0307289924332935123,7.91103309937288686e-15,0
